"","gene.name.list"
"2894","CG3961"
"2895","CG3964"
"2896","CG3967"
"2897","CG3995"
"2898","CG40002"
"2899","CG4004"
"2900","CG40042"
"2901","CG40045"
"2902","CG40127"
"2903","CG40160"
"2904","CG40178"
"2905","CG40191"
"2906","CG4020"
"2907","CG4022"
"2908","CG40228"
"2909","CG4025"
"2910","CG40298"
"2911","CG4036"
"2912","CG4038"
"2913","CG4041"
"2914","CG4042"
"2915","CG40439"
"2916","CG4045"
"2917","CG40470"
"2918","CG40472"
"2919","CG40485"
"2920","CG40486"
"2921","CG4049"
"2922","CG40498"
"2923","CG4050"
"2924","CG4061"
"2925","CG4065"
"2926","CG4069"
"2927","CG4074"
"2928","CG4078"
"2929","CG4080"
"2930","CG40801"
"2931","CG4089"
"2932","CG4091"
"2933","CG4096"
"2934","CG4098"
"2935","CG4101"
"2936","CG41099"
"2937","CG41128"
"2938","CG4119"
"2939","CG4133"
"2940","CG41378"
"2941","CG41520"
"2942","CG4159"
"2943","CG4164"
"2944","CG4165"
"2945","CG4169"
"2946","CG4186"
"2947","CG4194"
"2948","CG4199"
"2949","CG4203"
"2950","CG4210"
"2951","CG4213"
"2952","CG4221"
"2953","CG42232"
"2954","CG42233"
"2955","CG42238"
"2956","CG42239"
"2957","CG42240"
"2958","CG42255"
"2959","CG42258"
"2960","CG42259"
"2961","CG42260"
"2962","CG42266"
"2963","CG42271"
"2964","CG42296"
"2965","CG42299"
"2966","CG4230"
"2967","CG42300"
"2968","CG42321"
"2969","CG42322"
"2970","CG42323"
"2971","CG42324"
"2972","CG42327"
"2973","CG42335"
"2974","CG42336"
"2975","CG42339"
"2976","CG42340"
"2977","CG42342"
"2978","CG42343"
"2979","CG42358"
"2980","CG42359"
"2981","CG42360"
"2982","CG42361"
"2983","CG42365"
"2984","CG42368"
"2985","CG42376"
"2986","CG4238"
"2987","CG42382"
"2988","CG42388"
"2989","CG42389"
"2990","CG4239"
"2991","CG42391"
"2992","CG42394"
"2993","CG42395"
"2994","CG42399"
"2995","CG42402"
"2996","CG42404"
"2997","CG42445"
"2998","CG42450"
"2999","CG42458"
"3000","CG42489"
"3001","CG42492"
"3002","CG42494"
"3003","CG42495"
"3004","CG42524"
"3005","CG42526"
"3006","CG42535"
"3007","CG42540"
"3008","CG42541"
"3009","CG42542"
"3010","CG42553"
"3011","CG42554"
"3012","CG42562"
"3013","CG42575"
"3014","CG42581"
"3015","CG42588"
"3016","CG42593"
"3017","CG42594"
"3018","CG42596"
"3019","CG42613"
"3020","CG42633"
"3021","CG4266"
"3022","CG42663"
"3023","CG42666"
"3024","CG42668"
"3025","CG4267"
"3026","CG42671"
"3027","CG42672"
"3028","CG42674"
"3029","CG42676"
"3030","CG42678"
"3031","CG42684"
"3032","CG4269"
"3033","CG42691"
"3034","CG42694"
"3035","CG42697"
"3036","CG42699"
"3037","CG42703"
"3038","CG42709"
"3039","CG42717"
"3040","CG42724"
"3041","CG42741"
"3042","CG42747"
"3043","CG42748"
"3044","CG42762"
"3045","CG42763"
"3046","CG4278"
"3047","CG42784"
"3048","CG42788"
"3049","CG42795"
"3050","CG42797"
"3051","CG42806"
"3052","CG42807"
"3053","CG42808"
"3054","CG4281"
"3055","CG42813"
"3056","CG42816"
"3057","CG42817"
"3058","CG42819"
"3059","CG4282"
"3060","CG42820"
"3061","CG42832"
"3062","CG42854"
"3063","CG4287"
"3064","CG4291"
"3065","CG4293"
"3066","CG4294"
"3067","CG4300"
"3068","CG4301"
"3069","CG4306"
"3070","CG43074"
"3071","CG43078"
"3072","CG43085"
"3073","CG43088"
"3074","CG43102"
"3075","CG43110"
"3076","CG43117"
"3077","CG4313"
"3078","CG43131"
"3079","CG43143"
"3080","CG43149"
"3081","CG43156"
"3082","CG43163"
"3083","CG43164"
"3084","CG43184"
"3085","CG43190"
"3086","CG43206"
"3087","CG43221"
"3088","CG43222"
"3089","CG43231"
"3090","CG4324"
"3091","CG43245"
"3092","CG43248"
"3093","CG43273"
"3094","CG43293"
"3095","CG43295"
"3096","CG43313"
"3097","CG43317"
"3098","CG43318"
"3099","CG4332"
"3100","CG43320"
"3101","CG43322"
"3102","CG43336"
"3103","CG43337"
"3104","CG43340"
"3105","CG43342"
"3106","CG43343"
"3107","CG4335"
"3108","CG43355"
"3109","CG43367"
"3110","CG4338"
"3111","CG43386"
"3112","CG43394"
"3113","CG43427"
"3114","CG4360"
"3115","CG4362"
"3116","CG4364"
"3117","CG43645"
"3118","CG4365"
"3119","CG43658"
"3120","CG43659"
"3121","CG4367"
"3122","CG43672"
"3123","CG43673"
"3124","CG43689"
"3125","CG43693"
"3126","CG43702"
"3127","CG43725"
"3128","CG43729"
"3129","CG43736"
"3130","CG43759"
"3131","CG43800"
"3132","CG43867"
"3133","CG4390"
"3134","CG43901"
"3135","CG43902"
"3136","CG43921"
"3137","CG43925"
"3138","CG4393"
"3139","CG4398"
"3140","CG44002"
"3141","CG44004"
"3142","CG44009"
"3143","CG4404"
"3144","CG4406"
"3145","CG4407"
"3146","CG4408"
"3147","CG44085"
"3148","CG44102"
"3149","CG4415"
"3150","CG4424"
"3151","CG44242"
"3152","CG44243"
"3153","CG44245"
"3154","CG44247"
"3155","CG44249"
"3156","CG44252"
"3157","CG44254"
"3158","CG44296"
"3159","CG44303"
"3160","CG44325"
"3161","CG4433"
"3162","CG4438"
"3163","CG4440"
"3164","CG44422"
"3165","CG44437"
"3166","CG4447"
"3167","CG4449"
"3168","CG4452"
"3169","CG44532"
"3170","CG4455"
"3171","CG4467"
"3172","CG44774"
"3173","CG44815"
"3174","CG44836"
"3175","CG44838"
"3176","CG4495"
"3177","CG44956"
"3178","CG4496"
"3179","CG4497"
"3180","CG4500"
"3181","CG45002"
"3182","CG4502"
"3183","CG45049"
"3184","CG45050"
"3185","CG45057"
"3186","CG45071"
"3187","CG45072"
"3188","CG45076"
"3189","CG45081"
"3190","CG4511"
"3191","CG45116"
"3192","CG45186"
"3193","CG45218"
"3194","CG45263"
"3195","CG4537"
"3196","CG4538"
"3197","CG4552"
"3198","CG4553"
"3199","CG4554"
"3200","CG45544"
"3201","CG4557"
"3202","CG4558"
"3203","CG45603"
"3204","CG4562"
"3205","CG4565"
"3206","CG4570"
"3207","CG4572"
"3208","CG4573"
"3209","CG4577"
"3210","CG45782"
"3211","CG4585"
"3212","CG4592"
"3213","CG4593"
"3214","CG4594"
"3215","CG4596"
"3216","CG4598"
"3217","CG4603"
"3218","CG46059"
"3219","CG4610"
"3220","CG4611"
"3221","CG4612"
"3222","CG4615"
"3223","CG4617"
"3224","CG4619"
"3225","CG4622"
"3226","CG4623"
"3227","CG4627"
"3228","CG4630"
"3229","CG4631"
"3230","CG4645"
"3231","CG4646"
"3232","CG4658"
"3233","CG4660"
"3234","CG4662"
"3235","CG4666"
"3236","CG4670"
"3237","CG4676"
"3238","CG4679"
"3239","CG4686"
"3240","CG4692"
"3241","CG4702"
"3242","CG4705"
"3243","CG4707"
"3244","CG4709"
"3245","CG4729"
"3246","CG4730"
"3247","CG4733"
"3248","CG4743"
"3249","CG4747"
"3250","CG4749"
"3251","CG4751"
"3252","CG4752"
"3253","CG4753"
"3254","CG4768"
"3255","CG4769"
"3256","CG4788"
"3257","CG4789"
"3258","CG4797"
"3259","CG4806"
"3260","CG4813"
"3261","CG4820"
"3262","CG4825"
"3263","CG4829"
"3264","CG4848"
"3265","CG4849"
"3266","CG4853"
"3267","CG4854"
"3268","CG4858"
"3269","CG4860"
"3270","CG4866"
"3271","CG4872"
"3272","CG4880"
"3273","CG4882"
"3274","CG4887"
"3275","CG4896"
"3276","CG4901"
"3277","CG4908"
"3278","CG4911"
"3279","CG4925"
"3280","CG4928"
"3281","CG4933"
"3282","CG4935"
"3283","CG4936"
"3284","CG4942"
"3285","CG4945"
"3286","CG4949"
"3287","CG4951"
"3288","CG4953"
"3289","CG4957"
"3290","CG4968"
"3291","CG4972"
"3292","CG4975"
"3293","CG4984"
"3294","CG4991"
"3295","CG4996"
"3296","CG5002"
"3297","CG5003"
"3298","CG5004"
"3299","CG5009"
"3300","CG5010"
"3301","CG5013"
"3302","CG5021"
"3303","CG5022"
"3304","CG5026"
"3305","CG5027"
"3306","CG5028"
"3307","CG5033"
"3308","CG5037"
"3309","CG5038"
"3310","CG5039"
"3311","CG5044"
"3312","CG5045"
"3313","CG5056"
"3314","CG5059"
"3315","CG5065"
"3316","CG5068"
"3317","CG5080"
"3318","CG5087"
"3319","CG5096"
"3320","CG5098"
"3321","CG5104"
"3322","CG5110"
"3323","CG5111"
"3324","CG5112"
"3325","CG5114"
"3326","CG5116"
"3327","CG5118"
"3328","CG5126"
"3329","CG5131"
"3330","CG5144"
"3331","CG5147"
"3332","CG5149"
"3333","CG5150"
"3334","CG5151"
"3335","CG5157"
"3336","CG5167"
"3337","CG5168"
"3338","CG5171"
"3339","CG5174"
"3340","CG5180"
"3341","CG5181"
"3342","CG5188"
"3343","CG5190"
"3344","CG5191"
"3345","CG5194"
"3346","CG5196"
"3347","CG5199"
"3348","CG5205"
"3349","CG5210"
"3350","CG5214"
"3351","CG5220"
"3352","CG5235"
"3353","CG5245"
"3354","CG5261"
"3355","CG5262"
"3356","CG5270"
"3357","CG5273"
"3358","CG5274"
"3359","CG5276"
"3360","CG5280"
"3361","CG5281"
"3362","CG5285"
"3363","CG5287"
"3364","CG5290"
"3365","CG5292"
"3366","CG5316"
"3367","CG5322"
"3368","CG5323"
"3369","CG5337"
"3370","CG5339"
"3371","CG5346"
"3372","CG5355"
"3373","CG5359"
"3374","CG5367"
"3375","CG5375"
"3376","CG5376"
"3377","CG5377"
"3378","CG5380"
"3379","CG5381"
"3380","CG5382"
"3381","CG5384"
"3382","CG5412"
"3383","CG5418"
"3384","CG5435"
"3385","CG5439"
"3386","CG5445"
"3387","CG5446"
"3388","CG5447"
"3389","CG5458"
"3390","CG5463"
"3391","CG5466"
"3392","CG5482"
"3393","CG5484"
"3394","CG5498"
"3395","CG5500"
"3396","CG5510"
"3397","CG5514"
"3398","CG5515"
"3399","CG5516"
"3400","CG5521"
"3401","CG5522"
"3402","CG5525"
"3403","CG5527"
"3404","CG5532"
"3405","CG5535"
"3406","CG5537"
"3407","CG5538"
"3408","CG5541"
"3409","CG5543"
"3410","CG5548"
"3411","CG5549"
"3412","CG5554"
"3413","CG5555"
"3414","CG5567"
"3415","CG5568"
"3416","CG5569"
"3417","CG5577"
"3418","CG5589"
"3419","CG5590"
"3420","CG5592"
"3421","CG5599"
"3422","CG5604"
"3423","CG5608"
"3424","CG5613"
"3425","CG5618"
"3426","CG5626"
"3427","CG5641"
"3428","CG5642"
"3429","CG5645"
"3430","CG5656"
"3431","CG5660"
"3432","CG5664"
"3433","CG5674"
"3434","CG5676"
"3435","CG5694"
"3436","CG5703"
"3437","CG5704"
"3438","CG5705"
"3439","CG5706"
"3440","CG5707"
"3441","CG5708"
"3442","CG5715"
"3443","CG5718"
"3444","CG5721"
"3445","CG5726"
"3446","CG5727"
"3447","CG5728"
"3448","CG5731"
"3449","CG5734"
"3450","CG5742"
"3451","CG5745"
"3452","CG5746"
"3453","CG5756"
"3454","CG5757"
"3455","CG5758"
"3456","CG5776"
"3457","CG5780"
"3458","CG5787"
"3459","CG5789"
"3460","CG5793"
"3461","CG5800"
"3462","CG5805"
"3463","CG5807"
"3464","CG5808"
"3465","CG5815"
"3466","CG5823"
"3467","CG5828"
"3468","CG5830"
"3469","CG5844"
"3470","CG5846"
"3471","CG5850"
"3472","CG5853"
"3473","CG5854"
"3474","CG5861"
"3475","CG5862"
"3476","CG5867"
"3477","CG5869"
"3478","CG5872"
"3479","CG5877"
"3480","CG5880"
"3481","CG5885"
"3482","CG5886"
"3483","CG5888"
"3484","CG5902"
"3485","CG5903"
"3486","CG5910"
"3487","CG5913"
"3488","CG5916"
"3489","CG5919"
"3490","CG5928"
"3491","CG5934"
"3492","CG5937"
"3493","CG5938"
"3494","CG5941"
"3495","CG5945"
"3496","CG5946"
"3497","CG5948"
"3498","CG5953"
"3499","CG5961"
"3500","CG5964"
"3501","CG5969"
"3502","CG5986"
"3503","CG5987"
"3504","CG5989"
"3505","CG5991"
"3506","CG6000"
"3507","CG6005"
"3508","CG6012"
"3509","CG6013"
"3510","CG6020"
"3511","CG6023"
"3512","CG6028"
"3513","CG6041"
"3514","CG6051"
"3515","CG6066"
"3516","CG6067"
"3517","CG6071"
"3518","CG6073"
"3519","CG6084"
"3520","CG6091"
"3521","CG6094"
"3522","CG6115"
"3523","CG6123"
"3524","CG6125"
"3525","CG6136"
"3526","CG6144"
"3527","CG6145"
"3528","CG6153"
"3529","CG6154"
"3530","CG6163"
"3531","CG6171"
"3532","CG6175"
"3533","CG6178"
"3534","CG6179"
"3535","CG6180"
"3536","CG6182"
"3537","CG6191"
"3538","CG6195"
"3539","CG6201"
"3540","CG6204"
"3541","CG6216"
"3542","CG6218"
"3543","CG6227"
"3544","CG6230"
"3545","CG6236"
"3546","CG6244"
"3547","CG6254"
"3548","CG6272"
"3549","CG6276"
"3550","CG6287"
"3551","CG6293"
"3552","CG6308"
"3553","CG6310"
"3554","CG6321"
"3555","CG6325"
"3556","CG6329"
"3557","CG6330"
"3558","CG6340"
"3559","CG6345"
"3560","CG6353"
"3561","CG6356"
"3562","CG6357"
"3563","CG6362"
"3564","CG6364"
"3565","CG6379"
"3566","CG6388"
"3567","CG6398"
"3568","CG6401"
"3569","CG6404"
"3570","CG6405"
"3571","CG6406"
"3572","CG6412"
"3573","CG6418"
"3574","CG6420"
"3575","CG6421"
"3576","CG6422"
"3577","CG6424"
"3578","CG6425"
"3579","CG6426"
"3580","CG6428"
"3581","CG6429"
"3582","CG6431"
"3583","CG6439"
"3584","CG6443"
"3585","CG6453"
"3586","CG6454"
"3587","CG6455"
"3588","CG6463"
"3589","CG6465"
"3590","CG6479"
"3591","CG6484"
"3592","CG6488"
"3593","CG6495"
"3594","CG6506"
"3595","CG6509"
"3596","CG6511"
"3597","CG6512"
"3598","CG6523"
"3599","CG6540"
"3600","CG6543"
"3601","CG6550"
"3602","CG6565"
"3603","CG6567"
"3604","CG6568"
"3605","CG6569"
"3606","CG6574"
"3607","CG6583"
"3608","CG6597"
"3609","CG6607"
"3610","CG6610"
"3611","CG6613"
"3612","CG6617"
"3613","CG6621"
"3614","CG6628"
"3615","CG6638"
"3616","CG6650"
"3617","CG6652"
"3618","CG6654"
"3619","CG6659"
"3620","CG6664"
"3621","CG6665"
"3622","CG6674"
"3623","CG6683"
"3624","CG6685"
"3625","CG6686"
"3626","CG6689"
"3627","CG6693"
"3628","CG6695"
"3629","CG6700"
"3630","CG6701"
"3631","CG6707"
"3632","CG6712"
"3633","CG6723"
"3634","CG6724"
"3635","CG6729"
"3636","CG6734"
"3637","CG6744"
"3638","CG6745"
"3639","CG6746"
"3640","CG6750"
"3641","CG6752"
"3642","CG6753"
"3643","CG6758"
"3644","CG6762"
"3645","CG6763"
"3646","CG6765"
"3647","CG6766"
"3648","CG6767"
"3649","CG6769"
"3650","CG6770"
"3651","CG6785"
"3652","CG6791"
"3653","CG6796"
"3654","CG6805"
"3655","CG6808"
"3656","CG6813"
"3657","CG6833"
"3658","CG6841"
"3659","CG6843"
"3660","CG6845"
"3661","CG6852"
"3662","CG6865"
"3663","CG6878"
"3664","CG6885"
"3665","CG6891"
"3666","CG6903"
"3667","CG6907"
"3668","CG6912"
"3669","CG6923"
"3670","CG6927"
"3671","CG6928"
"3672","CG6937"
"3673","CG6945"
"3674","CG6950"
"3675","CG6951"
"3676","CG6961"
"3677","CG6962"
"3678","CG6966"
"3679","CG6971"
"3680","CG6983"
"3681","CG6984"
"3682","CG6985"
"3683","CG6999"
"3684","CG7006"
"3685","CG7009"
"3686","CG7011"
"3687","CG7024"
"3688","CG7028"
"3689","CG7029"
"3690","CG7033"
"3691","CG7044"
"3692","CG7048"
"3693","CG7049"
"3694","CG7054"
"3695","CG7065"
"3696","CG7069"
"3697","CG7083"
"3698","CG7099"
"3699","CG7101"
"3700","CG7102"
"3701","CG7110"
"3702","CG7115"
"3703","CG7120"
"3704","CG7130"
"3705","CG7131"
"3706","CG7133"
"3707","CG7135"
"3708","CG7137"
"3709","CG7139"
"3710","CG7148"
"3711","CG7149"
"3712","CG7154"
"3713","CG7156"
"3714","CG7164"
"3715","CG7166"
"3716","CG7168"
"3717","CG7172"
"3718","CG7182"
"3719","CG7183"
"3720","CG7185"
"3721","CG7191"
"3722","CG7192"
"3723","CG7194"
"3724","CG7197"
"3725","CG7200"
"3726","CG7202"
"3727","CG7206"
"3728","CG7208"
"3729","CG7214"
"3730","CG7218"
"3731","CG7220"
"3732","CG7222"
"3733","CG7227"
"3734","CG7239"
"3735","CG7246"
"3736","CG7255"
"3737","CG7261"
"3738","CG7264"
"3739","CG7265"
"3740","CG7271"
"3741","CG7275"
"3742","CG7277"
"3743","CG7288"
"3744","CG7289"
"3745","CG7294"
"3746","CG7298"
"3747","CG7322"
"3748","CG7324"
"3749","CG7326"
"3750","CG7328"
"3751","CG7332"
"3752","CG7337"
"3753","CG7338"
"3754","CG7339"
"3755","CG7341"
"3756","CG7349"
"3757","CG7352"
"3758","CG7357"
"3759","CG7358"
"3760","CG7367"
"3761","CG7369"
"3762","CG7371"
"3763","CG7372"
"3764","CG7376"
"3765","CG7379"
"3766","CG7381"
"3767","CG7382"
"3768","CG7384"
"3769","CG7386"
"3770","CG7394"
"3771","CG7407"
"3772","CG7414"
"3773","CG7420"
"3774","CG7427"
"3775","CG7429"
"3776","CG7430"
"3777","CG7433"
"3778","CG7441"
"3779","CG7453"
"3780","CG7456"
"3781","CG7457"
"3782","CG7458"
"3783","CG7460"
"3784","CG7461"
"3785","CG7466"
"3786","CG7484"
"3787","CG7488"
"3788","CG7492"
"3789","CG7504"
"3790","CG7506"
"3791","CG7510"
"3792","CG7512"
"3793","CG7518"
"3794","CG7519"
"3795","CG7523"
"3796","CG7530"
"3797","CG7536"
"3798","CG7544"
"3799","CG7546"
"3800","CG7550"
"3801","CG7556"
"3802","CG7560"
"3803","CG7564"
"3804","CG7565"
"3805","CG7568"
"3806","CG7580"
"3807","CG7589"
"3808","CG7593"
"3809","CG7598"
"3810","CG7600"
"3811","CG7601"
"3812","CG7603"
"3813","CG7609"
"3814","CG7611"
"3815","CG7616"
"3816","CG7627"
"3817","CG7630"
"3818","CG7632"
"3819","CG7637"
"3820","CG7638"
"3821","CG7639"
"3822","CG7646"
"3823","CG7650"
"3824","CG7655"
"3825","CG7656"
"3826","CG7668"
"3827","CG7685"
"3828","CG7686"
"3829","CG7692"
"3830","CG7694"
"3831","CG7702"
"3832","CG7705"
"3833","CG7706"
"3834","CG7707"
"3835","CG7708"
"3836","CG7712"
"3837","CG7713"
"3838","CG7718"
"3839","CG7724"
"3840","CG7728"
"3841","CG7730"
"3842","CG7737"
"3843","CG7739"
"3844","CG7741"
"3845","CG7744"
"3846","CG7745"
"3847","CG7747"
"3848","CG7755"
"3849","CG7759"
"3850","CG7763"
"3851","CG7766"
"3852","CG7768"
"3853","CG7770"
"3854","CG7772"
"3855","CG7785"
"3856","CG7787"
"3857","CG7789"
"3858","CG7791"
"3859","CG7794"
"3860","CG7800"
"3861","CG7806"
"3862","CG7810"
"3863","CG7818"
"3864","CG7824"
"3865","CG7834"
"3866","CG7837"
"3867","CG7839"
"3868","CG7840"
"3869","CG7841"
"3870","CG7845"
"3871","CG7849"
"3872","CG7852"
"3873","CG7857"
"3874","CG7860"
"3875","CG7872"
"3876","CG7878"
"3877","CG7879"
"3878","CG7884"
"3879","CG7886"
"3880","CG7889"
"3881","CG7900"
"3882","CG7903"
"3883","CG7911"
"3884","CG7914"
"3885","CG7920"
"3886","CG7922"
"3887","CG7927"
"3888","CG7928"
"3889","CG7943"
"3890","CG7945"
"3891","CG7946"
"3892","CG7949"
"3893","CG7956"
"3894","CG7967"
"3895","CG7970"
"3896","CG7971"
"3897","CG7974"
"3898","CG7979"
"3899","CG7985"
"3900","CG7987"
"3901","CG7988"
"3902","CG7990"
"3903","CG7992"
"3904","CG7997"
"3905","CG8001"
"3906","CG8003"
"3907","CG8004"
"3908","CG8005"
"3909","CG8009"
"3910","CG8010"
"3911","CG8021"
"3912","CG8027"
"3913","CG8031"
"3914","CG8032"
"3915","CG8034"
"3916","CG8036"
"3917","CG8038"
"3918","CG8042"
"3919","CG8043"
"3920","CG8046"
"3921","CG8060"
"3922","CG8064"
"3923","CG8066"
"3924","CG8067"
"3925","CG8078"
"3926","CG8079"
"3927","CG8080"
"3928","CG8086"
"3929","CG8089"
"3930","CG8093"
"3931","CG8097"
"3932","CG8108"
"3933","CG8111"
"3934","CG8112"
"3935","CG8116"
"3936","CG8117"
"3937","CG8121"
"3938","CG8128"
"3939","CG8132"
"3940","CG8134"
"3941","CG8142"
"3942","CG8145"
"3943","CG8147"
"3944","CG8149"
"3945","CG8152"
"3946","CG8155"
"3947","CG8173"
"3948","CG8176"
"3949","CG8177"
"3950","CG8184"
"3951","CG8187"
"3952","CG8188"
"3953","CG8191"
"3954","CG8195"
"3955","CG8199"
"3956","CG8202"
"3957","CG8204"
"3958","CG8206"
"3959","CG8207"
"3960","CG8209"
"3961","CG8213"
"3962","CG8223"
"3963","CG8229"
"3964","CG8230"
"3965","CG8235"
"3966","CG8237"
"3967","CG8239"
"3968","CG8243"
"3969","CG8245"
"3970","CG8248"
"3971","CG8257"
"3972","CG8258"
"3973","CG8260"
"3974","CG8270"
"3975","CG8272"
"3976","CG8273"
"3977","CG8281"
"3978","CG8289"
"3979","CG8297"
"3980","CG8298"
"3981","CG8300"
"3982","CG8301"
"3983","CG8306"
"3984","CG8311"
"3985","CG8312"
"3986","CG8314"
"3987","CG8316"
"3988","CG8317"
"3989","CG8319"
"3990","CG8320"
"3991","CG8321"
"3992","CG8326"
"3993","CG8331"
"3994","CG8334"
"3995","CG8335"
"3996","CG8336"
"3997","CG8353"
"3998","CG8358"
"3999","CG8360"
"4000","CG8366"
"4001","CG8368"
"4002","CG8369"
"4003","CG8370"
"4004","CG8372"
"4005","CG8378"
"4006","CG8379"
"4007","CG8386"
"4008","CG8388"
"4009","CG8389"
"4010","CG8397"
"4011","CG8399"
"4012","CG8401"
"4013","CG8405"
"4014","CG8412"
"4015","CG8414"
"4016","CG8417"
"4017","CG8419"
"4018","CG8420"
"4019","CG8435"
"4020","CG8441"
"4021","CG8449"
"4022","CG8460"
"4023","CG8461"
"4024","CG8468"
"4025","CG8475"
"4026","CG8478"
"4027","CG8481"
"4028","CG8485"
"4029","CG8490"
"4030","CG8494"
"4031","CG8498"
"4032","CG8500"
"4033","CG8503"
"4034","CG8507"
"4035","CG8516"
"4036","CG8519"
"4037","CG8520"
"4038","CG8525"
"4039","CG8526"
"4040","CG8531"
"4041","CG8545"
"4042","CG8547"
"4043","CG8549"
"4044","CG8550"
"4045","CG8552"
"4046","CG8565"
"4047","CG8569"
"4048","CG8578"
"4049","CG8586"
"4050","CG8596"
"4051","CG8602"
"4052","CG8607"
"4053","CG8611"
"4054","CG8613"
"4055","CG8617"
"4056","CG8635"
"4057","CG8636"
"4058","CG8642"
"4059","CG8654"
"4060","CG8668"
"4061","CG8671"
"4062","CG8675"
"4063","CG8677"
"4064","CG8679"
"4065","CG8680"
"4066","CG8708"
"4067","CG8712"
"4068","CG8713"
"4069","CG8726"
"4070","CG8728"
"4071","CG8735"
"4072","CG8738"
"4073","CG8745"
"4074","CG8765"
"4075","CG8768"
"4076","CG8771"
"4077","CG8777"
"4078","CG8778"
"4079","CG8783"
"4080","CG8786"
"4081","CG8800"
"4082","CG8814"
"4083","CG8818"
"4084","CG8833"
"4085","CG8834"
"4086","CG8838"
"4087","CG8841"
"4088","CG8852"
"4089","CG8854"
"4090","CG8858"
"4091","CG8860"
"4092","CG8866"
"4093","CG8870"
"4094","CG8878"
"4095","CG8891"
"4096","CG8892"
"4097","CG8908"
"4098","CG8915"
"4099","CG8920"
"4100","CG8924"
"4101","CG8927"
"4102","CG8929"
"4103","CG8931"
"4104","CG8939"
"4105","CG8944"
"4106","CG8949"
"4107","CG8950"
"4108","CG8960"
"4109","CG8963"
"4110","CG8974"
"4111","CG8993"
"4112","CG9003"
"4113","CG9004"
"4114","CG9005"
"4115","CG9008"
"4116","CG9018"
"4117","CG9021"
"4118","CG9034"
"4119","CG9044"
"4120","CG9062"
"4121","CG9065"
"4122","CG9067"
"4123","CG9068"
"4124","CG9072"
"4125","CG9084"
"4126","CG9086"
"4127","CG9095"
"4128","CG9098"
"4129","CG9099"
"4130","CG9104"
"4131","CG9107"
"4132","CG9114"
"4133","CG9117"
"4134","CG9119"
"4135","CG9121"
"4136","CG9123"
"4137","CG9125"
"4138","CG9129"
"4139","CG9132"
"4140","CG9135"
"4141","CG9140"
"4142","CG9143"
"4143","CG9147"
"4144","CG9149"
"4145","CG9150"
"4146","CG9153"
"4147","CG9154"
"4148","CG9166"
"4149","CG9170"
"4150","CG9171"
"4151","CG9172"
"4152","CG9184"
"4153","CG9186"
"4154","CG9194"
"4155","CG9203"
"4156","CG9205"
"4157","CG9213"
"4158","CG9215"
"4159","CG9220"
"4160","CG9222"
"4161","CG9231"
"4162","CG9240"
"4163","CG9246"
"4164","CG9248"
"4165","CG9249"
"4166","CG9253"
"4167","CG9254"
"4168","CG9257"
"4169","CG9267"
"4170","CG9272"
"4171","CG9279"
"4172","CG9281"
"4173","CG9286"
"4174","CG9293"
"4175","CG9300"
"4176","CG9302"
"4177","CG9304"
"4178","CG9305"
"4179","CG9306"
"4180","CG9313"
"4181","CG9317"
"4182","CG9318"
"4183","CG9319"
"4184","CG9323"
"4185","CG9328"
"4186","CG9330"
"4187","CG9331"
"4188","CG9344"
"4189","CG9346"
"4190","CG9350"
"4191","CG9356"
"4192","CG9368"
"4193","CG9372"
"4194","CG9376"
"4195","CG9380"
"4196","CG9384"
"4197","CG9386"
"4198","CG9391"
"4199","CG9393"
"4200","CG9396"
"4201","CG9399"
"4202","CG9406"
"4203","CG9410"
"4204","CG9413"
"4205","CG9422"
"4206","CG9425"
"4207","CG9426"
"4208","CG9427"
"4209","CG9436"
"4210","CG9444"
"4211","CG9445"
"4212","CG9447"
"4213","CG9451"
"4214","CG9458"
"4215","CG9467"
"4216","CG9471"
"4217","CG9483"
"4218","CG9485"
"4219","CG9497"
"4220","CG9503"
"4221","CG9505"
"4222","CG9510"
"4223","CG9512"
"4224","CG9514"
"4225","CG9515"
"4226","CG9527"
"4227","CG9531"
"4228","CG9536"
"4229","CG9541"
"4230","CG9548"
"4231","CG9577"
"4232","CG9578"
"4233","CG9581"
"4234","CG9586"
"4235","CG9588"
"4236","CG9589"
"4237","CG9590"
"4238","CG9593"
"4239","CG9596"
"4240","CG9601"
"4241","CG9603"
"4242","CG9609"
"4243","CG9626"
"4244","CG9628"
"4245","CG9629"
"4246","CG9630"
"4247","CG9634"
"4248","CG9636"
"4249","CG9640"
"4250","CG9641"
"4251","CG9643"
"4252","CG9646"
"4253","CG9650"
"4254","CG9662"
"4255","CG9663"
"4256","CG9667"
"4257","CG9669"
"4258","CG9674"
"4259","CG9684"
"4260","CG9698"
"4261","CG9701"
"4262","CG9705"
"4263","CG9706"
"4264","CG9715"
"4265","CG9723"
"4266","CG9727"
"4267","CG9743"
"4268","CG9752"
"4269","CG9754"
"4270","CG9769"
"4271","CG9773"
"4272","CG9775"
"4273","CG9776"
"4274","CG9777"
"4275","CG9780"
"4276","CG9782"
"4277","CG9784"
"4278","CG9791"
"4279","CG9795"
"4280","CG9799"
"4281","CG9801"
"4282","CG9804"
"4283","CG9821"
"4284","CG9836"
"4285","CG9837"
"4286","CG9839"
"4287","CG9849"
"4288","CG9850"
"4289","CG9853"
"4290","CG9855"
"4291","CG9861"
"4292","CG9863"
