,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
945,1365,1134,1364,1402,1124,1158,1366,1061,1115,1185
946,972,863,2425,2417,2503,2418,1470,2116,2508,2419
947,1365,1134,1364,1185,1402,1133,1260,1137,1366,1194
948,1391,1357,1356,1355,1353,1382,1352,3004,1394,1358
949,1343,2949,1344,1338,1376,1300,1382,1304,1345,1416
950,1134,1365,1402,1364,1158,1115,1124,1133,1061,1063
951,1134,1158,1125,1163,1129,1124,1121,2977,1119,1131
952,1391,1364,1357,1353,1396,1116,1118,1365,1355,1124
953,1740,1398,3008,943,1056,609,1359,1055,1323,533
954,1365,1134,1133,1402,1063,1099,1101,2977,1102,1098
955,1681,1716,1678,1645,1746,1718,1683,1675,1786,1724
956,1158,1115,1365,2977,1396,1124,1402,1125,1166,1118
957,2856,2857,2867,2858,2909,2864,2862,2859,2783,2821
958,1391,1353,1357,1356,1355,1390,3004,1364,1396,1392
959,1391,1353,1357,3004,1390,1356,1355,1046,669,1048
960,1158,660,772,1195,1159,1434,2977,1133,1194,1151
961,647,307,648,610,346,3026,1179,534,989,609
962,609,610,571,3026,533,572,534,648,573,685
963,1391,1353,3004,1357,1390,1356,1355,1392,1396,1352
964,2856,2823,2858,2859,2894,2909,2857,2821,2815,2796
965,1063,1099,1100,1134,1102,1101,1062,1135,1139,1365
966,1134,1133,1365,1179,1055,1063,1402,1364,1099,1135
967,1391,1353,1357,1396,3004,1390,1355,1356,1740,1392
968,989,497,496,346,343,381,913,307,612,457
969,2759,2716,2720,2756,2760,2677,2795,2910,2758,2718
970,1134,1365,1133,1063,1099,1135,1125,2977,1402,1100
971,1134,1365,1179,1364,1124,1158,1402,1133,1063,1115
972,2759,2720,1396,2718,2677,636,1391,1740,2727,2685
973,1365,1364,1134,1402,1185,1366,1137,1158,1124,1135
974,1391,1353,1357,1396,1356,1390,3004,1078,1355,941
975,2247,2207,1446,2985,2244,2246,2208,1980,909,910
976,2636,786,2939,2594,2559,2678,785,2561,2941,2600
977,1391,1353,1357,1396,1355,1356,3004,1390,1387,1398
978,1396,1391,1357,1353,1158,1118,1365,1115,1124,1116
979,1391,1353,1357,1396,3004,1390,1355,1356,2381,1118
980,1391,1357,1355,1353,1356,1396,1382,3004,1390,1381
981,823,5,822,622,621,626,617,736,137,1396
982,609,1396,137,1398,1055,610,533,571,3008,1359
983,1391,1353,1396,1357,1355,775,3004,1390,1740,670
984,5,2857,2890,2889,2892,609,49,2891,58,2894
985,1391,1353,1396,1357,1118,2381,1083,1355,1078,775
986,1124,1364,1365,1158,1118,1134,1116,1396,1087,1115
987,1398,3008,1359,1094,609,1055,1057,1056,1095,1740
988,5,1396,58,56,2928,52,736,59,772,1391
989,610,609,571,3026,533,534,572,648,647,611
990,2640,2726,2388,2682,2462,2423,2609,2642,2857,2382
991,2642,2640,2559,823,822,2603,2561,2939,2641,2685
992,2726,2640,514,2609,164,2388,552,58,2650,129
993,1391,772,736,1396,774,1353,770,771,733,671
994,1398,609,3008,1094,1740,1057,610,571,1359,533
995,2726,2640,2388,2857,2682,514,129,164,2856,2462
996,1391,1353,1357,1390,1396,1355,1356,2381,3004,1013
997,1055,1396,1398,1359,1740,1092,609,1056,1094,3008
998,1365,1134,1402,1063,1133,1099,1101,1098,1440,1102
999,1095,610,609,1133,3026,1057,571,534,1094,533
1000,1391,1353,1396,1357,2381,1118,3004,1355,1390,1398
1001,1365,1364,1124,1391,1118,1396,1116,1402,1158,1115
1002,132,130,170,95,131,134,135,93,3012,163
1003,610,609,571,3026,533,534,648,572,611,647
1004,138,137,100,19,58,5,52,65,21,13
1005,609,610,571,533,3026,572,648,534,685,611
1006,610,1179,609,1134,3026,1359,1095,1055,1133,1398
1007,1391,2381,1353,1396,1355,1357,3004,1356,1118,2341
1008,2857,2894,2896,2889,2856,2890,2900,2858,2855,1391
1009,1057,3008,609,1095,526,1094,1132,1133,3026,1056
1010,823,2417,1078,1396,2381,1005,2261,1118,2190,1083
1011,2381,1391,1396,1118,2857,2889,1116,1124,2343,1353
1012,610,609,571,3026,533,572,648,534,647,611
1013,2857,2889,2894,2856,2896,2858,2855,2900,2895,2898
1014,1391,1083,1357,1118,1158,1396,775,1078,1045,1082
1015,1365,1158,1124,1402,1115,1134,1118,1396,1364,2977
1016,2640,2642,2641,2939,2603,2716,2727,2638,2559,2720
1017,1396,1398,1055,1740,1391,1357,1359,1056,1353,3008
1018,2857,2856,2894,2889,2858,2896,2890,2900,2819,2862
1019,2857,2856,2858,2894,2896,2900,2864,2859,2862,2855
1020,1365,1134,1133,1402,1063,1364,1099,2977,1185,1102
1021,609,610,571,533,3026,572,648,685,647,534
1022,1391,1353,1357,1078,2381,1118,1396,1083,1355,1356
1023,2857,2894,2890,2913,2845,2795,2889,2896,2867,2917
1024,1391,1353,1357,1396,1355,3004,1356,1390,1325,1428
1025,1396,1055,1359,1092,1357,1398,1056,1091,1397,1093
1026,1055,1396,1740,1398,1359,1056,2384,3008,1092,1094
1027,1357,1396,1391,1382,2949,1355,1356,1343,1344,1377
1028,1391,1353,1357,1364,1325,1390,1116,1356,1428,1289
1029,1166,1365,823,1402,1101,608,1471,2977,1063,570
1030,1364,1365,1158,1124,1357,1134,1391,1396,1402,1118
1031,1055,1359,1396,1398,1094,3008,1158,1357,1092,1057
1032,2857,138,100,2856,2858,2889,2896,2900,65,64
1033,2857,2856,2858,2894,2889,2819,2896,2862,2900,2890
1034,2889,2857,2896,2895,2855,2858,2854,2900,2898,2856
1035,5,52,58,19,56,2976,21,9,2928,13
1036,2795,2910,2867,2835,2914,2831,2909,2833,2868,2856
1037,1391,1118,1078,1396,2381,2341,1353,1083,1357,1087
1038,5,52,19,2976,21,58,56,8,9,60
1039,2642,2640,2559,2641,2603,2939,2685,2638,2724,2601
1040,1095,1134,1364,1133,1158,1118,1398,3008,1359,1057
1041,670,636,823,738,2381,775,2341,736,710,671
1042,103,141,142,1093,65,2855,102,218,2898,305
1043,1134,1365,1133,1158,1124,1179,1402,2977,1063,1115
1044,1134,1365,1133,1063,1099,1402,1158,1440,2977,1135
1045,1391,1353,1357,1396,1355,1390,3004,1118,1356,2381
1046,1391,1353,1357,1396,1355,1356,3004,1390,1387,1392
1047,1391,1396,1357,1353,1118,1055,1124,1116,1158,1398
1048,822,823,784,783,2941,785,782,819,781,786
1049,2727,2641,2640,2720,2642,2759,2718,2939,2677,2716
1050,1134,1365,1099,1063,1135,1133,1440,1098,1101,1402
1051,609,571,533,1055,610,3026,685,799,572,951
1052,609,571,533,610,3026,1094,572,685,1057,1740
1053,212,210,171,209,172,133,246,174,213,207
1054,610,609,1095,1133,571,3026,1057,533,1094,1134
1055,1447,1298,1335,1293,1407,1257,1446,1370,1294,1336
1056,1391,1396,1693,736,137,1423,56,1078,774,1734
1057,1396,1055,3008,1359,1357,1398,1402,1056,1391,1325
1058,13,5,19,9,12,21,10,1679,492,2976
1059,610,609,571,3026,533,534,572,611,648,647
1060,1391,1353,1396,1357,736,3004,774,2642,770,671
1061,4,100,13,12,1679,19,21,9,61,17
1062,1365,1364,1402,1124,1396,1391,1118,1158,1116,1115
1063,609,533,3026,610,571,1095,648,1057,685,647
1064,100,138,140,137,103,5,64,63,13,139
1065,1131,1093,1125,1134,2977,1061,1063,1130,1170,1139
1066,1179,2677,2718,2716,2759,2676,1055,2720,1134,2672
1067,1391,1357,1353,1396,1356,1355,3004,1387,1390,1394
1068,1391,772,774,736,1353,2603,1396,770,2642,771
1069,609,610,571,533,3026,1740,3008,534,572,1398
1070,1166,1416,1402,1365,1375,1363,1195,1368,1206,2977
1071,5,58,49,56,52,2928,59,660,19,21
1072,1134,1365,1133,1099,1063,1135,1440,1158,1098,1402
1073,1391,1353,1356,1355,1352,1392,1390,1357,1078,3004
1074,1134,1365,1133,1158,1364,1402,1163,2977,1185,1125
1075,2891,2856,2854,2894,2857,2815,2852,2864,2892,2816
1076,2642,2641,2640,2720,2727,2939,2718,2759,2716,2725
1077,1357,1391,1364,1396,1353,1355,1356,1365,1158,1124
1078,621,5,10,622,21,626,620,19,7,617
1079,1375,1377,1356,1379,1380,1419,1381,1382,1416,1355
1080,2889,2894,2857,2896,2895,2891,2898,2855,2890,2858
1081,1063,1134,1365,1099,1101,1098,1133,1102,1135,1139
1082,2856,2857,2867,2910,2795,2862,2864,2858,2868,2909
1083,5,2857,2889,2890,2894,2891,2892,2854,2856,2896
1084,137,136,176,98,174,2973,1055,138,135,101
1085,1134,1365,1364,1124,1158,1118,1116,1402,1115,1087
1086,1398,1359,1055,1056,1396,3008,1094,1357,1740,1057
1087,2857,2856,2894,2858,2896,610,2900,2890,2889,2855
1088,1380,1356,1319,1412,1375,1379,1377,2949,1354,1318
1089,1365,1364,1402,1124,1134,1063,1116,1115,1440,1118
1090,1115,1158,1402,2977,1400,1365,1087,1125,1364,1124
1091,610,609,1398,1095,1359,1094,3008,1057,1133,571
1092,13,12,100,2857,2856,19,58,9,137,2981
1093,1055,609,1396,1398,1359,1740,571,610,1056,533
1094,2795,2835,2910,2857,2867,2856,2831,2790,2756,2791
1095,610,609,571,3026,534,533,611,647,648,572
1096,164,609,129,137,132,130,571,136,98,94
1097,1357,1391,1382,2949,1396,1355,1381,1343,1353,1356
1098,1391,1353,1396,1357,3004,1390,1355,1398,1356,1387
1099,1158,1124,1118,1365,1396,1115,1116,1134,1083,1364
1100,1134,1365,1133,1063,1402,1158,1124,1099,1135,1364
1101,2857,2894,2856,2889,2858,2896,2900,2855,2890,2898
1102,1134,1133,1365,1158,1095,1124,1063,1135,1402,1055
1103,609,1398,3008,610,571,1740,1359,533,1055,3026
1104,1134,1365,1133,1158,1095,1402,1364,1124,1063,1135
1105,1396,1391,1353,5,1357,736,774,775,1740,1355
1106,1158,1396,1359,1365,1133,1115,1124,1364,1402,1134
1107,1391,1396,1357,1364,1365,1353,1124,1118,1158,1116
1108,1158,1134,1124,1365,1115,1364,1133,1118,1125,1119
1109,2795,2790,2791,2792,2749,2836,2835,2783,2831,2785
1110,1396,1055,1398,1359,1357,1391,1158,1740,3008,609
1111,1158,1124,1365,1364,1118,1134,1357,1396,1391,1116
1112,1391,1353,1357,1355,1396,1356,3004,1390,1387,1382
1113,1133,1055,1095,1134,1365,1094,1057,137,1132,2977
1114,1391,1353,1357,2381,1396,1118,3004,1355,1390,1116
1115,610,609,3026,571,648,533,534,647,572,611
1116,610,609,571,3026,533,534,648,647,572,611
1117,823,822,621,622,617,164,626,441,733,814
1118,1365,1402,1166,1396,2977,1115,1158,1063,1195,823
1119,2857,2856,2858,2894,2896,2900,2864,2859,2862,2855
1120,1391,1353,1357,775,1390,636,770,671,1356,670
1121,2857,2894,2889,2890,2854,2856,2896,2855,2891,2858
1122,2641,2642,2640,2939,2727,2720,2603,2638,2716,2599
1123,1134,1133,1365,1158,1124,1055,1364,1095,1115,1179
1124,610,609,571,3026,533,534,572,648,611,647
1125,1134,1365,1133,1124,1402,1063,1364,1158,1135,1099
1126,1133,1134,1095,1365,1402,1158,1055,1057,1063,1396
1127,2857,2889,2894,2856,2896,2858,2898,2895,2900,2855
1128,1391,1353,1357,1396,1355,3004,1390,1356,1392,1387
1129,1391,1353,1396,1357,2381,1355,775,670,1078,1356
1130,5,570,608,526,492,2202,617,1482,488,531
1131,1391,1357,1353,1364,1396,1355,1356,1365,1124,1158
1132,2857,2856,2858,2894,2896,2890,2900,2859,2855,2889
1133,2388,2423,2462,2540,2341,2502,2351,2726,823,2381
1134,1134,1365,1133,1364,1402,1063,1179,1095,1158,1124
1135,1365,1134,1364,1158,1124,1402,1357,1359,1133,1396
1136,1391,1396,2381,1398,1353,1357,670,636,2382,2384
1137,2727,2641,2720,2642,2759,2939,2677,2716,2718,2640
1138,2857,2856,2858,2894,2896,2859,2900,2864,2862,2855
1139,137,100,58,138,59,56,98,52,19,99
1140,609,610,571,533,3026,572,1094,685,1057,534
1141,132,1396,164,130,2857,174,241,137,163,823
1142,1095,3008,1057,1398,943,1361,1094,1133,1171,1359
1143,772,736,660,733,774,771,770,806,2603,731
1144,2857,2856,2894,2858,2896,2900,2855,2890,2889,2859
1145,1133,1134,1055,1094,1095,1359,1093,1132,2977,1365
1146,1134,1365,1124,1158,1118,1125,1133,1115,1121,1119
1147,1134,1365,1364,1124,1158,1402,1133,1055,1115,1116
1148,1158,1365,1364,1357,1396,1359,1134,1124,1402,1185
1149,1134,1365,1133,1063,1158,1095,1124,1135,1099,1402
1150,1365,1134,1364,1124,1158,1402,1115,1116,1118,1133
1151,1396,1355,1357,1391,1393,1356,1353,1363,1325,1365
1152,1134,1133,1365,1158,1179,1124,1095,1364,1135,1055
1153,1391,1353,1357,1396,1355,1356,3004,1390,1382,1381
1154,1391,1353,707,671,782,1357,1364,708,2607,2600
1155,1134,1365,1133,1364,1402,1158,1135,1179,1124,1185
1156,1134,1365,1133,1063,1100,1135,1158,1099,1364,1179
1157,1364,1391,1365,1116,1158,1124,1118,1357,1396,1082
1158,610,609,571,3026,534,533,648,572,611,647
1159,1357,1344,1158,2949,1345,1364,1343,1134,1365,1382
1160,100,19,21,5,13,138,9,8,52,58
1161,1396,1738,1398,1740,138,1359,1737,63,1391,1055
1162,2642,2640,2559,2939,822,823,2641,2941,2561,784
1163,610,609,571,3026,533,572,534,648,647,611
1164,1134,1365,1133,1158,1124,1063,1364,1135,1100,1099
1165,1391,1353,1357,1364,1396,1118,1355,1116,1356,3004
1166,1344,1343,1382,1345,1377,1416,2949,1381,1380,1268
1167,1365,1063,1134,1099,1402,1133,1101,2977,1098,1440
1168,2381,671,772,670,739,733,774,736,710,771
1169,1158,772,736,774,1396,1120,814,1118,775,1082
1170,2381,2384,1396,2382,1391,2341,2857,636,3004,2383
1171,1365,1364,1134,1158,1124,1402,1357,1359,1396,1133
1172,2857,2856,132,2858,130,164,129,2894,2864,49
1173,2857,2856,2795,2867,2910,2864,2909,2858,2862,2835
1174,1391,1357,1353,1364,1355,1396,1356,1382,1394,3004
1175,943,3008,1398,1740,1361,1323,1057,1322,1095,3004
1176,1134,1365,1133,1364,1158,1124,1402,1135,1185,1179
1177,570,2202,1471,524,526,566,492,608,860,488
1178,1391,1353,1357,1396,1356,1390,1387,1355,1389,3004
1179,1391,1396,1353,1357,1364,3004,1116,1387,1398,1355
1180,1343,1338,1344,1374,1376,1260,2949,1416,1365,1299
1181,608,1166,1365,1393,570,1402,1363,2202,1469,1101
1182,1365,1134,1063,2977,1099,1402,1133,1125,1440,1101
1183,2857,2889,2896,2858,2856,2855,2900,2895,2894,2898
1184,2857,2856,5,58,137,100,19,2858,2894,13
1185,2388,2462,2423,2726,2502,2682,2351,2540,2609,2614
1186,1391,1353,1357,1355,1396,1356,3004,1390,1118,1392
1187,2889,2895,2896,2894,2898,2891,2900,2854,2855,2890
1188,164,129,2857,49,660,772,2890,2892,130,94
1189,2856,2862,2857,2858,2864,2819,2783,2821,2900,2865
1190,1740,3008,1398,943,1057,1095,1056,1359,1094,1323
1191,1391,1353,1357,1355,1356,1396,1390,3004,1352,1394
1192,2864,2857,2856,1422,1345,2892,2862,2819,1344,1343
1193,608,570,2202,604,1482,492,526,531,2089,527
1194,1134,1133,1179,1095,610,609,1365,1218,1055,1094
1195,1365,1402,1364,1115,1396,1124,1116,1087,1055,1118
1196,100,19,21,13,5,58,52,9,2976,8
1197,1134,1133,1365,1158,1125,1163,2977,1129,1124,1135
1198,772,1391,774,736,1353,770,733,1396,771,1422
1199,610,609,3026,571,534,533,648,647,572,611
1200,1391,1325,608,1393,1353,1430,946,3004,1428,1363
1201,2795,2856,2857,2910,2867,2790,2791,2831,2835,2868
1202,2759,2716,2756,2677,2795,2760,2727,2720,2857,2864
1203,2642,2641,2640,2727,2939,2720,2603,2725,2595,2759
1204,1134,1365,1133,1158,1124,1135,1063,1095,1364,1402
1205,1365,1134,1364,1158,1402,1133,1124,1185,1357,1366
1206,1134,1365,1364,1158,1124,1402,1133,1115,1357,1179
1207,2856,2857,2858,215,134,2894,1095,132,242,2869
1208,2727,2641,2720,2759,2718,2677,2716,2640,2939,2719
1209,1095,1133,1359,1057,1398,1094,3008,1134,1055,1361
1210,1134,1365,1063,1133,1099,1101,1135,1102,1100,1402
1211,1365,1063,1134,1101,1133,1099,1098,1102,1402,1440
1212,1391,1353,1357,1390,3004,1396,2381,1355,1356,1013
1213,1118,1396,1158,1391,1124,1083,1078,2381,1115,1116
1214,1158,823,1204,1470,1166,1120,1396,1125,89,1126
1215,972,1005,2417,1003,850,935,1011,2077,1010,2116
1216,772,660,733,736,731,729,695,770,806,771
1217,138,100,65,64,103,61,137,21,63,19
1218,1134,1365,1364,1124,1133,1402,1158,1179,1055,1063
1219,2716,2856,2857,2677,2756,2720,2754,2718,2759,2858
1220,2889,2894,2896,2857,2895,2891,2898,2855,2858,2890
1221,1391,1353,1078,1357,1118,1396,1083,1045,1355,1082
1222,1095,3008,1133,1057,943,1361,1398,1132,1474,1094
1223,1365,1134,1063,1133,1402,1099,1101,1102,1098,1135
1224,1134,1365,1133,1158,1124,1135,1063,1100,1099,1402
1225,2642,2641,2640,2939,2720,2727,2716,2759,2638,2603
1226,2720,2641,2716,2677,2727,2718,2939,2759,2719,2640
1227,1431,1151,1401,1469,1195,1166,1471,1363,1402,1434
1228,1095,1133,1134,1057,3008,1398,1359,1094,1055,1364
1229,1055,1094,1093,1359,1092,1057,138,1130,1134,137
1230,1011,1922,1621,972,1885,2077,1010,935,2116,2117
1231,610,2857,609,307,571,534,2856,3026,2894,158
1232,610,609,534,3026,571,611,647,533,648,572
1233,5,138,65,61,19,100,64,21,52,103
1234,2856,215,13,100,2867,61,3,99,2909,12
1235,1158,1124,1364,1118,1116,1365,1082,1087,1083,1115
1236,610,609,534,3026,571,611,647,533,648,572
1237,1364,1365,1158,1124,1134,1402,1357,1115,1116,1118
1238,2857,2894,2889,2896,2890,2856,2858,2900,2891,2895
1239,943,1095,753,296,447,486,715,295,5,257
1240,1055,1092,1737,1396,1740,1738,1357,1054,2384,1056
1241,1391,1353,1357,3004,1390,1356,1364,1355,1392,1396
1242,267,307,346,305,308,3011,382,306,269,419
1243,2641,2642,2640,2939,2727,2720,2716,2721,2638,2603
1244,58,49,56,52,5,19,59,2976,21,2928
1245,609,610,571,533,3026,572,648,534,685,573
1246,1364,1365,1134,1124,1087,1118,1116,1402,1055,1179
1247,2857,2894,2856,2896,2858,2900,2889,2855,2854,2890
1248,2341,56,55,2381,1115,1431,1954,57,2301,2417
1249,2889,2895,2896,2894,2891,2898,2855,2818,2890,2900
1250,609,610,571,3026,533,572,534,648,573,611
1251,5,52,58,56,2976,19,59,21,9,2928
1252,570,608,2202,1482,566,2089,492,531,527,28
1253,1134,1365,1133,1063,1099,1135,1100,1158,1061,1102
1254,1391,1353,1357,1396,1364,1355,1356,3004,1390,1118
1255,1364,1391,1357,1365,1124,1158,1353,1396,1116,1118
1256,2388,2462,2423,2502,2463,2381,2351,2540,2341,823
1257,1134,1365,1133,1364,1158,1124,1402,1125,1095,2977
1258,2889,2895,2894,2896,2890,212,2855,171,210,346
1259,2716,2720,2677,2721,2636,2759,2718,2727,2679,2676
1260,1179,1134,1365,1364,1402,1133,1095,1062,1061,1063
1261,1134,1365,1133,1063,1099,1100,1402,1135,1102,1061
1262,1134,1133,1365,1402,1095,1364,1185,1063,1179,1137
1263,1365,1364,1402,1095,1134,1133,1366,1063,1400,3008
1264,609,571,533,610,572,3026,685,1094,876,573
1265,1391,1353,1390,1357,1356,3004,1355,1392,1013,1048
1266,1640,1639,1601,1680,1677,1712,1715,1638,1676,1717
1267,1391,1396,1158,1116,1118,1082,1353,1120,1079,774
1268,2642,2640,2559,2643,2939,2603,2685,2641,2601,2561
1269,2641,2642,2939,2603,2716,2727,2759,2720,2640,2677
1270,2503,2161,2508,2934,2464,1812,2467,2507,2425,2542
1271,1055,1094,609,951,876,837,913,571,533,685
1272,1134,1133,1055,1179,1365,1218,1100,1063,1135,1158
1273,1391,1357,1353,1355,1356,1390,1382,1396,1364,3004
1274,5,19,13,21,100,9,52,58,12,2976
1275,1364,1391,1116,1357,1353,1118,1365,1124,1158,1082
1276,660,43,653,5,41,81,49,582,617,1431
1277,1055,1359,1094,1092,1093,1396,1134,1398,1057,1397
1278,1391,1118,1353,1357,1396,1083,1116,1082,1124,1158
1279,2889,2896,2857,2895,2894,2858,2855,2898,2900,2854
1280,1365,1134,1402,1364,1185,1133,1099,2977,1135,1137
1281,1134,1365,1133,1364,1158,1135,1402,1185,1163,2977
1282,1365,1134,1364,1158,1124,1402,1133,1115,1118,1116
1283,1391,1353,1118,1357,1364,1116,1396,1124,1082,1087
1284,2381,1391,2301,1013,2341,636,1353,670,1078,671
1285,1391,1353,1357,1396,1390,1355,1356,3004,1364,1118
1286,1134,1365,1158,1124,1364,1118,1135,1115,1402,1133
1287,1260,1338,1264,1300,1225,1299,1304,1298,2992,1262
1288,1718,1786,1716,1746,1714,1681,1675,1715,1783,1680
1289,1742,1685,1720,1724,1383,3037,1642,414,1605,378
1290,1391,1353,1364,1357,1116,1118,1396,1082,1390,3004
1291,1134,1365,1063,1099,1133,1135,1102,1100,1101,1402
1292,1365,1134,1133,1402,1063,1099,1101,1135,1102,1364
1293,1365,1115,1124,1402,1158,1134,1364,1116,1063,1087
1294,2795,2867,2910,2856,2909,2857,2914,2835,2864,2831
1295,1471,1101,1166,1063,2977,570,1099,952,1132,1365
1296,2720,2718,2677,2727,2759,2716,2719,2641,2721,2766
1297,1396,1365,1395,2343,1402,1397,1056,1118,2381,2382
1298,58,56,49,5,137,59,94,136,52,129
1299,1166,2977,1063,1101,823,1471,1365,1099,822,1102
